player,action,time_stamp
player3,SpawnPart,0.2780078367906483
player4,SpawnPart,0.341627524569716
player2,SpawnPart,0.36890360359463287
player1,SpawnPart,0.37551185123510833
player2,SpawnPart,0.6431713931239362
player4,SpawnPart,0.8061841706112596
player2,SpawnPart,0.855881854786678
player2,SpawnPart,0.856784218612083
player4,SpawnPart,1.0670012604405765
player3,SpawnPart,1.15253197518313
player3,SpawnPart,1.1695098965352
player4,SpawnPart,1.2524890491972858
player4,SpawnPart,1.3921828356988748
player2,SpawnPart,1.4529814671796353
player3,SpawnPart,1.7646110883869315
player2,SpawnPart,1.793001922046405
player4,SpawnPart,1.8236332584843684
player2,SpawnPart,1.9119168481513165
player3,SpawnPart,1.989020288958705
player4,SpawnPart,2.1461524466264437
player4,TeleportPart,2.2974910564352284
player2,TeleportPart,2.406451827591315
player2,TeleportPart,2.5057378545780886
player3,SpawnPart,2.555640532756632
player3,SpawnPart,2.6220206505767014
player1,SpawnPart,2.786966734454345
player4,TeleportPart,3.297195681994466
player3,TeleportPart,3.5313324729235767
player4,Assemble,3.63342768115192
player2,Assemble,4.225425158526298
player4,TeleportPart,4.251406517448251
player2,TeleportPart,4.253978283835212
player1,SpawnPart,4.612023819013709
player3,TeleportPart,4.709727044311391
player4,TeleportPart,4.717151978345469
player3,Assemble,4.7638270850999085
player3,TeleportPart,4.8714366544496945
player4,Assemble,4.9987676491736135
player2,TeleportPart,5.008449648913317
player4,TeleportPart,5.008576620508762
player1,SpawnPart,5.1815798789284475
player3,TeleportPart,5.56060039259108
player2,Assemble,5.732606856895595
player3,Assemble,6.080310357019987
player3,TeleportPart,6.139972728406698
player2,TeleportPart,6.276569755069541
player3,Assemble,6.457514097774309
player1,SpawnPart,6.675108854531966
player1,SpawnPart,6.690659951083388
player1,SpawnPart,6.880836460656826
player3,Assemble,6.90241088689414
player1,TeleportPart,7.041362736723957
player2,Assemble,7.151620536642532
player1,TeleportPart,7.187479124302993
player3,TeleportPart,7.223238672585431
player1,Assemble,7.611785546733074
player4,Assemble,8.133346603344087
player2,Assemble,8.622152246041603
player1,TeleportPart,9.01621915648128
player1,TeleportPart,9.392061929046776
player2,TeleportPart,9.59034031782299
player2,Assemble,10.025969481594553
player3,Assemble,10.275902719718601
player3,SpawnPart,10.864640636111682
player3,SpawnPart,11.130699142694823
player1,Assemble,11.32337344108201
player4,Assemble,11.348093863686305
player4,TeleportPart,11.348718642328464
player4,Assemble,11.476009560946022
player2,SpawnPart,11.484941714050628
player3,SpawnPart,11.626706200513997
player3,SpawnPart,11.697700781100309
player3,SpawnPart,11.721912333937732
player1,TeleportPart,11.781627105485194
player3,SpawnPart,11.91766976234306
